2022-06-05 23:01:28,105 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxLeft', movement_id=None, no_fk=True, problem='CantiBoxLeft_process.json', problem_subdir='results')
2022-06-05 23:01:30,625 | itj_planning | INFO |                    18  TrajPts.
2022-06-05 23:01:30,625 | itj_planning | INFO | # 778  A161_M1  L  Linear Advance to Storage Frame of PG1000 ('g2'), to get tool.
2022-06-05 23:01:30,625 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,625 | itj_planning | INFO | # 780  A161_M3  L  Linear Retract after getting PG1000 ('g2') from storage.
2022-06-05 23:01:30,625 | itj_planning | INFO |                    26  TrajPts.
2022-06-05 23:01:30,626 | itj_planning | INFO | # 781  A162_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b15')
2022-06-05 23:01:30,626 | itj_planning | INFO |                    98  TrajPts.
2022-06-05 23:01:30,626 | itj_planning | INFO | # 783  A162_M2  L  Linear Advance to Storage Frame of Beam ('b15')
2022-06-05 23:01:30,626 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,626 | itj_planning | INFO | # 786  A162_M5  L  Linear Retract after picking up Beam ('b15')
2022-06-05 23:01:30,626 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,626 | itj_planning | INFO | # 787  A163_M0  L  Linear Move to lift up Beam ('b15')
2022-06-05 23:01:30,626 | itj_planning | INFO |                    2   TrajPts.
2022-06-05 23:01:30,627 | itj_planning | INFO | # 788  A163_M1  L  Linear Move to intermediate position before reorienting Beam ('b15')
2022-06-05 23:01:30,627 | itj_planning | INFO |                    70  TrajPts.
2022-06-05 23:01:30,627 | itj_planning | INFO | # 789  A163_M2  L  Final Move to reorient Beam ('b15')
2022-06-05 23:01:30,627 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,627 | itj_planning | INFO | # 793  A167_M0  F  Free Move to bring Beam ('b15') to assemble_approach position on structure.
2022-06-05 23:01:30,627 | itj_planning | INFO |                    144 TrajPts.
2022-06-05 23:01:30,627 | itj_planning | INFO | # 794  A167_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-06-05 23:01:30,627 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,628 | itj_planning | INFO | # 795  A167_M2  L  Robot and Screwdrivers (['s2', 's1', 's3']) syncronously move to screw Beam ('b15')
2022-06-05 23:01:30,628 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,628 | itj_planning | INFO | # 799  A168_M2  L  Linear retract of Gripper from Beam ('b15')
2022-06-05 23:01:30,628 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,628 | itj_planning | INFO | # 801  A169_M1  F  Free Move to reach Storage Approach Frame of PG1000 ('g2'), to place tool in storage.
2022-06-05 23:01:30,628 | itj_planning | INFO |                    248 TrajPts.
2022-06-05 23:01:30,628 | itj_planning | INFO | # 802  A169_M2  L  Linear Advance to Storage Frame of PG1000 ('g2'), to place tool in storage.
2022-06-05 23:01:30,628 | itj_planning | INFO |                    26  TrajPts.
2022-06-05 23:01:30,629 | itj_planning | INFO | # 804  A169_M4  L  Linear Retract from storage after placing PG1000 ('g2') in storage
2022-06-05 23:01:30,629 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,629 | itj_planning | INFO | # 805  A170_M0  F  Free Move to reach SL1 ('s3') on Beam ('b15') 
2022-06-05 23:01:30,629 | itj_planning | INFO |                    218 TrajPts.
2022-06-05 23:01:30,629 | itj_planning | INFO | # 807  A170_M2  L  Linear Advance to dock toolchanger of SL1 ('s3').
2022-06-05 23:01:30,629 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,629 | itj_planning | INFO | # 811  A171_M2  L  Robot and Screwdriver (s3) syncronously move to retract from Joint ('b14-b15')
2022-06-05 23:01:30,629 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,630 | itj_planning | INFO | # 812  A171_M3  L  Linear retract after picking up Screwdriver ('s3')
2022-06-05 23:01:30,630 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,630 | itj_planning | INFO | # 815  A172_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s3'), to place tool in storage.
2022-06-05 23:01:30,630 | itj_planning | INFO |                    224 TrajPts.
2022-06-05 23:01:30,630 | itj_planning | INFO | # 816  A172_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s3'). (Faster)
2022-06-05 23:01:30,630 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,630 | itj_planning | INFO | # 817  A172_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s3').
2022-06-05 23:01:30,630 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,631 | itj_planning | INFO | # 819  A172_M5  L  Linear Retract after placing SL1 ('s3') in storage
2022-06-05 23:01:30,631 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,631 | itj_planning | INFO | # 820  A173_M0  F  Free Move to reach SL1 ('s1') on Beam ('b15') 
2022-06-05 23:01:30,631 | itj_planning | INFO |                    231 TrajPts.
2022-06-05 23:01:30,631 | itj_planning | INFO | # 822  A173_M2  L  Linear Advance to dock toolchanger of SL1 ('s1').
2022-06-05 23:01:30,631 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,631 | itj_planning | INFO | # 826  A174_M2  L  Robot and Screwdriver (s1) syncronously move to retract from Joint ('b13-b15')
2022-06-05 23:01:30,631 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,632 | itj_planning | INFO | # 827  A174_M3  L  Linear retract after picking up Screwdriver ('s1')
2022-06-05 23:01:30,632 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,632 | itj_planning | INFO | # 830  A175_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s1'), to place tool in storage.
2022-06-05 23:01:30,632 | itj_planning | INFO |                    224 TrajPts.
2022-06-05 23:01:30,632 | itj_planning | INFO | # 831  A175_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s1'). (Faster)
2022-06-05 23:01:30,632 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,632 | itj_planning | INFO | # 832  A175_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s1').
2022-06-05 23:01:30,632 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,633 | itj_planning | INFO | # 834  A175_M5  L  Linear Retract after placing SL1 ('s1') in storage
2022-06-05 23:01:30,633 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,633 | itj_planning | INFO | # 835  A176_M0  F  Free Move to reach SL1 ('s2') on Beam ('b15') 
2022-06-05 23:01:30,633 | itj_planning | INFO |                    156 TrajPts.
2022-06-05 23:01:30,633 | itj_planning | INFO | # 837  A176_M2  L  Linear Advance to dock toolchanger of SL1 ('s2').
2022-06-05 23:01:30,633 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,633 | itj_planning | INFO | # 841  A177_M2  L  Robot and Screwdriver (s2) syncronously move to retract from Joint ('b12-b15')
2022-06-05 23:01:30,633 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,634 | itj_planning | INFO | # 842  A177_M3  L  Linear retract after picking up Screwdriver ('s2')
2022-06-05 23:01:30,634 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,634 | itj_planning | INFO | # 845  A178_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s2'), to place tool in storage.
2022-06-05 23:01:30,634 | itj_planning | INFO |                    209 TrajPts.
2022-06-05 23:01:30,634 | itj_planning | INFO | # 846  A178_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s2'). (Faster)
2022-06-05 23:01:30,634 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,634 | itj_planning | INFO | # 847  A178_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s2').
2022-06-05 23:01:30,634 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,635 | itj_planning | INFO | # 849  A178_M5  L  Linear Retract after placing SL1 ('s2') in storage
2022-06-05 23:01:30,635 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,635 | itj_planning | INFO | # 851  A180_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-05 23:01:30,635 | itj_planning | INFO |                    128 TrajPts.
2022-06-05 23:01:30,635 | itj_planning | INFO | # 853  A180_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-05 23:01:30,635 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,635 | itj_planning | INFO | # 857  A180_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,636 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,636 | itj_planning | INFO | # 858  A180_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-05 23:01:30,636 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,636 | itj_planning | INFO | # 860  A181_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-06-05 23:01:30,636 | itj_planning | INFO |                    76  TrajPts.
2022-06-05 23:01:30,636 | itj_planning | INFO | # 862  A181_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,636 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,637 | itj_planning | INFO | # 863  A181_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-05 23:01:30,637 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,637 | itj_planning | INFO | # 866  A181_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-05 23:01:30,637 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,637 | itj_planning | INFO | # 868  A182_M0  F  Free Move to reach CL3 ('c2') to detach it from structure.
2022-06-05 23:01:30,637 | itj_planning | INFO |                    128 TrajPts.
2022-06-05 23:01:30,637 | itj_planning | INFO | # 870  A182_M2  L  Linear Advance to dock toolchanger of CL3 ('c2').
2022-06-05 23:01:30,638 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,638 | itj_planning | INFO | # 874  A182_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,638 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,638 | itj_planning | INFO | # 875  A182_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c2') from structure.
2022-06-05 23:01:30,638 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,638 | itj_planning | INFO | # 878  A183_M1  F  Free Move to reach Storage Approach Frame of CL3 ('c2'), to place tool in storage.
2022-06-05 23:01:30,638 | itj_planning | INFO |                    154 TrajPts.
2022-06-05 23:01:30,638 | itj_planning | INFO | # 879  A183_M2  L  Linear Advance 1 to approach Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,639 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,639 | itj_planning | INFO | # 880  A183_M3  L  Linear Advance 2 to Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,639 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,639 | itj_planning | INFO | # 883  A183_M6  L  Linear Retract after placing CL3 ('c2') in storage
2022-06-05 23:01:30,639 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,639 | itj_planning | INFO | # 884  A184_M0  F  Free Move to reach CL3M ('c3') to detach it from structure.
2022-06-05 23:01:30,639 | itj_planning | INFO |                    163 TrajPts.
2022-06-05 23:01:30,639 | itj_planning | INFO | # 886  A184_M2  L  Linear Advance to dock toolchanger of CL3M ('c3').
2022-06-05 23:01:30,640 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,640 | itj_planning | INFO | # 890  A184_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,640 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,640 | itj_planning | INFO | # 891  A184_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c3') from structure.
2022-06-05 23:01:30,640 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,640 | itj_planning | INFO | # 893  A185_M0  F  Free Move to bring CL3M ('c3') to structure.
2022-06-05 23:01:30,640 | itj_planning | INFO |                    344 TrajPts.
2022-06-05 23:01:30,640 | itj_planning | INFO | # 895  A185_M2  L  Linear Approach 1 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,641 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,641 | itj_planning | INFO | # 896  A185_M3  L  Linear Approach 2 of 2 to attach CL3M ('c3') to structure.
2022-06-05 23:01:30,641 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,641 | itj_planning | INFO | # 899  A185_M6  L  Linear Retract after attaching CL3M ('c3') on structure
2022-06-05 23:01:30,641 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,641 | itj_planning | INFO | # 901  A186_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,641 | itj_planning | INFO |                    197 TrajPts.
2022-06-05 23:01:30,641 | itj_planning | INFO | # 902  A186_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,642 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,642 | itj_planning | INFO | # 904  A186_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,642 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,642 | itj_planning | INFO | # 905  A187_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b16')
2022-06-05 23:01:30,642 | itj_planning | INFO |                    134 TrajPts.
2022-06-05 23:01:30,642 | itj_planning | INFO | # 907  A187_M2  L  Linear Advance to Storage Frame of Beam ('b16')
2022-06-05 23:01:30,642 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,642 | itj_planning | INFO | # 910  A187_M5  L  Linear Retract after picking up Beam ('b16')
2022-06-05 23:01:30,643 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,643 | itj_planning | INFO | # 911  A188_M0  F  Free Move to bring Beam ('b16') to approach clamps on structure.
2022-06-05 23:01:30,643 | itj_planning | INFO |                    260 TrajPts.
2022-06-05 23:01:30,643 | itj_planning | INFO | # 912  A188_M1  L  Linear Advance to bring Beam ('b16') into clamp jaws
2022-06-05 23:01:30,643 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,643 | itj_planning | INFO | # 914  A188_M3  L  Robot and Clamps (['c4', 'c3']) syncronously move to clamp Beam ('b16')
2022-06-05 23:01:30,643 | itj_planning | INFO |                    25  TrajPts.
2022-06-05 23:01:30,643 | itj_planning | INFO | # 917  A189_M2  L  Linear retract of Gripper from Beam ('b16')
2022-06-05 23:01:30,644 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,644 | itj_planning | INFO | # 919  A191_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b17')
2022-06-05 23:01:30,644 | itj_planning | INFO |                    161 TrajPts.
2022-06-05 23:01:30,644 | itj_planning | INFO | # 921  A191_M2  L  Linear Advance to Storage Frame of Beam ('b17')
2022-06-05 23:01:30,644 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,644 | itj_planning | INFO | # 924  A191_M5  L  Linear Retract after picking up Beam ('b17')
2022-06-05 23:01:30,644 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,644 | itj_planning | INFO | # 925  A192_M0  L  Linear Move to lift up Beam ('b17')
2022-06-05 23:01:30,645 | itj_planning | INFO |                    2   TrajPts.
2022-06-05 23:01:30,645 | itj_planning | INFO | # 926  A192_M1  L  Linear Move to intermediate position before reorienting Beam ('b17')
2022-06-05 23:01:30,645 | itj_planning | INFO |                    71  TrajPts.
2022-06-05 23:01:30,645 | itj_planning | INFO | # 927  A192_M2  L  Final Move to reorient Beam ('b17')
2022-06-05 23:01:30,645 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,645 | itj_planning | INFO | # 931  A196_M0  F  Free Move to bring Beam ('b17') to assemble_approach position on structure.
2022-06-05 23:01:30,645 | itj_planning | INFO |                    274 TrajPts.
2022-06-05 23:01:30,645 | itj_planning | INFO | # 932  A196_M1  L  Linear Advance to bring Screwdriver tips to touch the predrilled hole.
2022-06-05 23:01:30,646 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,646 | itj_planning | INFO | # 933  A196_M2  L  Robot and Screwdrivers (['s2', 's3', 's1']) syncronously move to screw Beam ('b17')
2022-06-05 23:01:30,646 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,646 | itj_planning | INFO | # 937  A197_M2  L  Linear retract of Gripper from Beam ('b17')
2022-06-05 23:01:30,646 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,646 | itj_planning | INFO | # 939  A198_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,646 | itj_planning | INFO |                    201 TrajPts.
2022-06-05 23:01:30,646 | itj_planning | INFO | # 940  A198_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-05 23:01:30,647 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,647 | itj_planning | INFO | # 942  A198_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-05 23:01:30,647 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,647 | itj_planning | INFO | # 943  A199_M0  F  Free Move to reach SL1 ('s1') on Beam ('b17') 
2022-06-05 23:01:30,647 | itj_planning | INFO |                    166 TrajPts.
2022-06-05 23:01:30,647 | itj_planning | INFO | # 945  A199_M2  L  Linear Advance to dock toolchanger of SL1 ('s1').
2022-06-05 23:01:30,647 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,647 | itj_planning | INFO | # 949  A200_M2  L  Robot and Screwdriver (s1) syncronously move to retract from Joint ('b6-b17')
2022-06-05 23:01:30,648 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,648 | itj_planning | INFO | # 950  A200_M3  L  Linear retract after picking up Screwdriver ('s1')
2022-06-05 23:01:30,648 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,648 | itj_planning | INFO | # 953  A201_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s1'), to place tool in storage.
2022-06-05 23:01:30,648 | itj_planning | INFO |                    161 TrajPts.
2022-06-05 23:01:30,648 | itj_planning | INFO | # 954  A201_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s1'). (Faster)
2022-06-05 23:01:30,648 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,648 | itj_planning | INFO | # 955  A201_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s1').
2022-06-05 23:01:30,649 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,649 | itj_planning | INFO | # 957  A201_M5  L  Linear Retract after placing SL1 ('s1') in storage
2022-06-05 23:01:30,649 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,649 | itj_planning | INFO | # 958  A202_M0  F  Free Move to reach SL1 ('s3') on Beam ('b17') 
2022-06-05 23:01:30,649 | itj_planning | INFO |                    114 TrajPts.
2022-06-05 23:01:30,649 | itj_planning | INFO | # 960  A202_M2  L  Linear Advance to dock toolchanger of SL1 ('s3').
2022-06-05 23:01:30,649 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,649 | itj_planning | INFO | # 964  A203_M2  L  Robot and Screwdriver (s3) syncronously move to retract from Joint ('b16-b17')
2022-06-05 23:01:30,650 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,650 | itj_planning | INFO | # 965  A203_M3  L  Linear retract after picking up Screwdriver ('s3')
2022-06-05 23:01:30,650 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,650 | itj_planning | INFO | # 968  A204_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s3'), to place tool in storage.
2022-06-05 23:01:30,650 | itj_planning | INFO |                    100 TrajPts.
2022-06-05 23:01:30,650 | itj_planning | INFO | # 969  A204_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s3'). (Faster)
2022-06-05 23:01:30,650 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,651 | itj_planning | INFO | # 970  A204_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s3').
2022-06-05 23:01:30,651 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,651 | itj_planning | INFO | # 972  A204_M5  L  Linear Retract after placing SL1 ('s3') in storage
2022-06-05 23:01:30,651 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,652 | itj_planning | INFO | # 973  A205_M0  F  Free Move to reach SL1 ('s2') on Beam ('b17') 
2022-06-05 23:01:30,652 | itj_planning | INFO |                    148 TrajPts.
2022-06-05 23:01:30,652 | itj_planning | INFO | # 975  A205_M2  L  Linear Advance to dock toolchanger of SL1 ('s2').
2022-06-05 23:01:30,652 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,652 | itj_planning | INFO | # 979  A206_M2  L  Robot and Screwdriver (s2) syncronously move to retract from Joint ('b0-b17')
2022-06-05 23:01:30,652 | itj_planning | INFO |                    53  TrajPts.
2022-06-05 23:01:30,653 | itj_planning | INFO | # 980  A206_M3  L  Linear retract after picking up Screwdriver ('s2')
2022-06-05 23:01:30,653 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,653 | itj_planning | INFO | # 983  A207_M1  F  Free Move to reach Storage Approach Frame of SL1 ('s2'), to place tool in storage.
2022-06-05 23:01:30,653 | itj_planning | INFO |                    114 TrajPts.
2022-06-05 23:01:30,653 | itj_planning | INFO | # 984  A207_M2  L  Linear Advance 1 to approach Storage Frame of SL1 ('s2'). (Faster)
2022-06-05 23:01:30,653 | itj_planning | INFO |                    29  TrajPts.
2022-06-05 23:01:30,653 | itj_planning | INFO | # 985  A207_M3  L  Linear Advance 2 to Storage Frame of SL1 ('s2').
2022-06-05 23:01:30,653 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,654 | itj_planning | INFO | # 987  A207_M5  L  Linear Retract after placing SL1 ('s2') in storage
2022-06-05 23:01:30,654 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,654 | itj_planning | INFO | # 989  A209_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-05 23:01:30,654 | itj_planning | INFO |                    177 TrajPts.
2022-06-05 23:01:30,654 | itj_planning | INFO | # 991  A209_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-05 23:01:30,654 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,654 | itj_planning | INFO | # 995  A209_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,655 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,655 | itj_planning | INFO | # 996  A209_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-05 23:01:30,655 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,655 | itj_planning | INFO | # 998  A210_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-05 23:01:30,655 | itj_planning | INFO |                    83  TrajPts.
2022-06-05 23:01:30,655 | itj_planning | INFO | #1000  A210_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,655 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,656 | itj_planning | INFO | #1001  A210_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-05 23:01:30,656 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,656 | itj_planning | INFO | #1004  A210_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-05 23:01:30,656 | itj_planning | INFO |                    7   TrajPts.
2022-06-05 23:01:30,656 | itj_planning | INFO | #1006  A211_M0  F  Free Move for Toolchanger to approach CL3 ('c2'), to get clamp from storage.
2022-06-05 23:01:30,656 | itj_planning | INFO |                    125 TrajPts.
2022-06-05 23:01:30,656 | itj_planning | INFO | #1007  A211_M1  L  Toolchanger Advance to dock with CL3 ('c2').
2022-06-05 23:01:30,656 | itj_planning | INFO |                    6   TrajPts.
2022-06-05 23:01:30,656 | itj_planning | INFO | #1011  A211_M5  L  Linear Retract 1 from Storage Frame of CL3 ('c2').
2022-06-05 23:01:30,657 | itj_planning | INFO |                    4   TrajPts.
2022-06-05 23:01:30,657 | itj_planning | INFO | #1012  A211_M6  L  Linear Retract 2 from Storage Frame of CL3 ('c2'). (Faster)
2022-06-05 23:01:30,657 | itj_planning | INFO |                    23  TrajPts.
2022-06-05 23:01:30,657 | itj_planning | INFO | #1013  A212_M0  F  Free Move to bring CL3 ('c2') to structure.
2022-06-05 23:01:30,657 | itj_planning | INFO |                    38  TrajPts.
2022-06-05 23:01:30,657 | itj_planning | INFO | #1015  A212_M2  L  Linear Approach 1 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,657 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,658 | itj_planning | INFO | #1016  A212_M3  L  Linear Approach 2 of 2 to attach CL3 ('c2') to structure.
2022-06-05 23:01:30,658 | itj_planning | INFO |                    3   TrajPts.
2022-06-05 23:01:30,658 | itj_planning | INFO | #1019  A212_M6  L  Linear Retract after attaching CL3 ('c2') on structure
2022-06-05 23:01:30,658 | itj_planning | INFO |                    8   TrajPts.
2022-06-05 23:01:30,658 | itj_planning | INFO | #1021  A213_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,658 | itj_planning | INFO |                    57  TrajPts.
2022-06-05 23:01:30,658 | itj_planning | INFO | #1022  A213_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-05 23:01:30,658 | itj_planning | INFO |                    5   TrajPts.
2022-06-05 23:01:30,659 | itj_planning | INFO | #1024  A213_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-05 23:01:30,659 | itj_planning | INFO |                    27  TrajPts.
2022-06-05 23:01:30,659 | itj_planning | INFO | #1025  A214_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b18')
2022-06-05 23:01:30,659 | itj_planning | INFO |                    124 TrajPts.
2022-06-05 23:01:30,659 | itj_planning | INFO | #1027  A214_M2  L  Linear Advance to Storage Frame of Beam ('b18')
2022-06-05 23:01:30,659 | itj_planning | INFO |                    12  TrajPts.
2022-06-05 23:01:30,659 | itj_planning | INFO | #1030  A214_M5  L  Linear Retract after picking up Beam ('b18')
2022-06-05 23:01:30,659 | itj_planning | INFO |                    19  TrajPts.
2022-06-05 23:01:30,659 | itj_planning | INFO | #1031  A215_M0  F  Free Move to bring Beam ('b18') to approach clamps on structure.
2022-06-05 23:01:30,660 | itj_planning | INFO |                    95  TrajPts.
2022-06-05 23:01:30,660 | itj_planning | INFO | #1032  A215_M1  L  Linear Advance to bring Beam ('b18') into clamp jaws
2022-06-05 23:01:30,660 | itj_planning | INFO |                    13  TrajPts.
2022-06-05 23:01:30,660 | itj_planning | INFO | #1034  A215_M3  L  Robot and Clamps (['c2', 'c1']) syncronously move to clamp Beam ('b18')
